"Name","Spin","Remnant Mass","ExF0","ExF1","ExF2","ExF3","ExF4","ExF5","ExF6","ExF7"
219,0.744055534762,0.945047957162,-0.08739613888812518+0.20336633870987747*I,1.1201221669677406-1.0246137650541933*I,-6.03933342282801+2.521536847363963*I,22.832064961159062-3.073205681191025*I,-66.44431712301181+3.0427827278047275*I,131.10143449727096-2.1050595708433235*I,-193.3356009770901-33.917140513351086*I,232.31929072873328+143.33413936722462*I
221,0.744674418318,0.945139846766,-0.08880715452162707+0.20338629207764947*I,1.1312788843617212-1.020587923031383*I,-6.086747967689022+2.4839609704684165*I,22.98448504126049-2.878222003865684*I,-66.92187926359854+2.4127625813873763*I,132.03847570169063-0.8411310586350069*I,-194.2560683283396-36.134820108464226*I,232.1285395550296+146.94248338055385*I
223,0.731575456754,0.947190929467,-0.060563043073988715+0.20119593537139116*I,0.9040075979400687-1.0839840231953524*I,-5.091313938509624+3.142287508269686*I,19.655526260733048-6.372597787998947*I,-56.60226624816258+13.54235480621584*I,111.79537314799416-23.27156829561376*I,-172.17312224155654+4.6681075929551525*I,227.81500305932823+77.19025435372882*I
247,0.658066344218,0.957838658219,0.04109662722849555+0.15247650609751623*I,0.030817302030489824-0.946451415983265*I,-0.8960076631027787+3.543733286252423*I,4.366282312200741-10.562211540171974*I,-12.187994001945004+26.392718130012245*I,24.01624646133725-50.446924517314365*I,-45.24180184023424+73.52891730623911*I,85.66272963498733-86.30585227166243*I
248,0.711587466854,0.953203385296,-0.02390170587205817+0.1922587677851285*I,0.5979354015512446-1.1092022563070842*I,-3.6720642465043802+3.6836290220030143*I,14.603017732274992-9.542568826875076*I,-41.38855182458695+23.296534623612192*I,81.87419970893552-43.22350518946498*I,-133.50479991816962+45.27755908620418*I,197.76265896826808-2.1298165776097733*I
249,0.700581802059,0.957024967604,-0.0068548494678392635+0.18536214267793621*I,0.45198142899471444-1.0961870360762198*I,-2.9717213770301623+3.8009163111006403*I,12.038990101275177-10.4381887014586*I,-33.869161520730714+25.9713846445536*I,67.02848489922745-48.83585907345599*I,-112.37310375826752+58.74070041984954*I,175.15192386827738-32.73477633215031*I
250,0.717720672357,0.955066235493,-0.034346826416734186+0.19557129614211188*I,0.6862831730004504-1.1090400964622082*I,-4.089330039278739+3.567806118353995*I,16.11324078919823-8.806021030627079*I,-45.88037383849116+21.065469359258294*I,90.72321141694846-38.61471179156779*I,-145.53469398220662+35.252173150521365*I,208.99115082280935+18.80386011671385*I
251,0.73437528446,0.952943336666,-0.0663144811169483+0.2019537538109158*I,0.9509407109806913-1.0740402745078508*I,-5.301584140371147+3.0245129616283775*I,20.378229415861377-5.732117474728318*I,-58.822385278084795+11.529095666519293*I,116.15201560212473-19.19629542039285*I,-177.26707843341669-3.0109643568039104*I,230.07730219105486+90.91757272250187*I
252,0.69059746139,0.958652145223,0.0068275113043777536+0.178300014457688*I,0.33335305359593276-1.0725022829623125*I,-2.394008953259387+3.8246489588204895*I,9.906719761839968-10.862056679232742*I,-27.71793004495931+27.217269985395514*I,54.85347411470011-51.55047842276977*I,-94.22726220786103+66.72052717903334*I,153.32729183293938-53.54958614773042*I
280,0.68181537047,0.963434356469,0.017555523871882+0.1716392619520873*I,0.239469669871419-1.0444835527525158*I,-1.9323944077920432+3.794109629409933*I,8.197807627000126-10.993523130955893*I,-22.855883512385194+27.600053647496768*I,45.21211098668244-52.49220456559501*I,-79.36960877636592+71.03467776927076*I,134.07041672834865-67.10436927019121*I
281,0.66191704394,0.9667286237,0.037778585555726475+0.15564531404501267*I,0.060454559071160874-0.9639185448844483*I,-1.0439046375272678+3.5968497561782824*I,4.911408006533862-10.69094027117569*I,-13.684761877979565+26.75135947471735*I,26.992450076681422-51.11439215765934*I,-50.15467595168694+73.83320592366736*I,92.9646827575049-84.60952984036541*I
282,0.670843332295,0.965751211909,0.029368882805556426+0.16292583711541864*I,0.13522492691471893-1.0023985050921098*I,-1.4161266454752703+3.7034717552076653*I,6.286492877970407-10.911730755816196*I,-17.492281538929706+27.37044132040726*I,34.56058890487808-52.22298625170219*I,-62.47016378355764+73.58799373141824*I,110.79409527420682-78.75457862524536*I
283,0.679577149164,0.964735279817,0.02010449734396974+0.1698911101424645*I,0.21705480437244795-1.0364635921293532*I,-1.8216815343993844+3.779892962274121*I,7.78776100214576-10.996844240834347*I,-21.698463656665048+27.610178846817348*I,42.91470931026266-52.553972319986094*I,-75.76873419363697+71.7888990165013*I,129.237148630236-69.93356904645312*I
284,0.695734386874,0.965382524458,-7.676528615677136*^-6+0.18201336748669739*I,0.3927745119230618-1.085914551061966*I,-2.6842395488708375+3.8211121671379398*I,10.979249222375152-10.684712240732916*I,-30.800339188599406+26.6980386994709*I,60.95764173290441-50.400151576642536*I,-103.41282501368151+63.067289043154524*I,164.62608847713093-43.60508901068534*I
285,0.730046325206,0.960857812414,-0.05748699709656299+0.2007227459191489*I,0.8787798083620612-1.0886618226818077*I,-4.977370976295398+3.2017652145497744*I,19.26040568856615-6.699784265987939*I,-55.393060846161575+14.565875888148948*I,109.422017788369-25.346893477929058*I,-169.33395656086023+8.636921601158406*I,226.32409192958926+69.96638409870025*I
304,0.68554938916,0.951851024438,0.013137915750547194+0.17451331652410362*I,0.27822021181012474-1.0571065008793696*I,-2.1233469919384205+3.8122684221394*I,8.904968900485045-10.961881298903865*I,-24.860423331699003+27.507979972491025*I,49.1886456811648-52.23579887595976*I,-85.54939339513933+69.47568968519036*I,142.22084691947424-61.83715088865621*I
305,0.692085186818,0.952032939704,0.004891617221850747+0.1793911670266853*I,0.3502152919454721-1.0766332304372161*I,-2.4765302597103527+3.8253946691900476*I,10.211883417141394-10.81898745328011*I,-28.592513563908444+27.091477408228425*I,56.58578723156111-51.26718482525631*I,-96.85236354710315+65.7542592353258*I,156.6055768810326-50.825462770538294*I
307,0.673883605893,0.953673751797,0.026264270854563725+0.16537297105092735*I,0.16270932061988735-1.0147169941389504*I,-1.5525700896426027+3.733585688506805*I,6.791349003157807-10.957810022294801*I,-18.90115776044877+27.500360371937944*I,37.36000544678713-52.43364681345782*I,-66.96021092366848+73.15585671544096*I,117.11891117285273-76.0610739154647*I
308,0.676640548633,0.953114558999,0.023338783845208613+0.16757248451110043*I,0.18854910869230052-1.025477225965067*I,-1.6806498637924987+3.7577392448724476*I,7.265493192228318-10.98483202376184*I,-20.229536259031747+27.57659092665957*I,39.99829567505991-52.539287182091265*I,-71.16102673123714+72.58904847524033*I,122.93888702403731-73.27006132703654*I
309,0.692071808697,0.95205805939,0.004909207922315931+0.17938143512583862*I,0.3500606761293818-1.0765981335774364*I,-2.4757823578266107+3.8253905738384333*I,10.20911301585398-10.819396258147702*I,-28.58458375782171+27.092732448045027*I,56.57013111362407-51.27017803403217*I,-96.82777750165309+65.76369781185991*I,156.57761941279176-50.85764746841165*I
310,0.680979004173,0.952532925197,0.018516559960919193+0.1709880878885176*I,0.2310231370679911-1.0415247087802708*I,-1.8906961062191272+3.7890745629773206*I,8.043372410098439-10.99608328307293*I,-22.419549915111947+27.607595203395032*I,44.34604198332895-52.52312168765519*I,-78.01488926422329+71.3317047457275*I,132.2641645231496-68.18940138236484*I
312,0.697209331299,0.95146782214,-0.0020496687715291922+0.18304945503291717*I,0.4104656007058154-1.089298625988678*I,-2.7703205557940493+3.8167889236227057*I,11.296892243980398-10.618264403308949*I,-31.717812768079426+26.50270394553788*I,62.77303617841467-49.976327473387244*I,-106.11127486056404+61.8439393579705*I,167.84202539619787-40.4627095643778*I
313,0.691789898058,0.952048243909,0.005278644810324043+0.17917560464635537*I,0.34684453907964025-1.0758297550049072*I,-2.46005142564516+3.8253553755587713*I,10.150951588510093-10.8280528817812*I,-28.417751013701274+27.11798056440014*I,56.23987829879347-51.326330841013814*I,-96.32907369218017+65.9502609698881*I,155.95787836900502-51.37614536238397*I
314,0.686319899068,0.952554810242,0.012200235826240816+0.17509905618404276*I,0.28642833904607923-1.059587145279195*I,-2.1637270798729253+3.815099190341255*I,9.05449782583748-10.951069330357479*I,-25.285576763684762+27.476475244473317*I,50.03189338944429-52.15721608244566*I,-86.84968183716353+69.10740157843196*I,143.9094178227193-60.66538792732793*I
315,0.679660425548,0.953428173569,0.02001096093467611+0.1699564728821057*I,0.2178787157163874-1.0367671036796149*I,-1.8257506258740126+3.780462784802282*I,7.802829106714994-10.996918490517523*I,-21.740920165996695+27.61036799169595*I,42.999085749214736-52.552961089275826*I,-75.90210478444241+71.76415547541917*I,129.4038157845367-69.82931923256642*I
316,0.70504213293,0.950451839529,-0.013507335017234473+0.1882870492899808*I,0.5091918970435236-1.1033197750211898*I,-3.247735973689453+3.7661727134427925*I,13.053006272126666-10.135372150910593*I,-36.827036402612336+25.072402439121518*I,72.87303425426704-46.93292988959884*I,-120.82753924173058+53.932118690194216*I,184.58454533001262-21.35810822435569*I
317,0.746182715979,0.964219441542,-0.09227770656494719+0.20339636746964174*I,1.1586192819043224-1.0103177073058507*I,-6.202260387488148+2.3894867000443396*I,23.352641085837167-2.3897663648100824*I,-68.07742429938592+0.8301929000978738*I,134.3062175939626+2.3326205970894023*I,-196.43602014791762-41.66485439691765*I,231.44751121673576+155.85208321542282*I
318,0.692007653919,0.952017170356,0.00499340571511421+0.1793346270842196*I,0.34932814321594363-1.076423729332754*I,-2.472197593783605+3.8253888187521565*I,10.195872411781044-10.821397627042284*I,-28.546541427264568+27.098505901902826*I,56.494943383818935-51.28277937391507*I,-96.71551655867863+65.80714535816387*I,156.43585230335216-50.97097298774472*I
319,0.691944317826,0.952026058862,0.005076410017546343+0.17928841204141777*I,0.34860619287121564-1.0762501060307001*I,-2.468661985697021+3.825381007219956*I,10.182785434829556-10.823342795870888*I,-28.509079207789696+27.10420758574134*I,56.42067424851204-51.29559665574431*I,-96.60279816133956+65.84956893223573*I,156.29693917894355-51.09888702117011*I
320,0.691959580025,0.952059583558,0.0050564419043052505+0.17929950410995163*I,0.34878100636742676-1.0762910079528647*I,-2.469513786707299+3.8253846803357576*I,10.185940022360061-10.822872211557526*I,-28.51812833646936+27.102899559647092*I,56.4385823996501-51.29268614633226*I,-96.62846012650388+65.83811390547089*I,156.3303332156762-51.05833871834942*I
321,0.692373420274,0.951934969834,0.004512547715853632+0.17960115427924722*I,0.35351405271293157-1.0774112503778375*I,-2.4926606881649107+3.8253698060253503*I,10.27151585262171-10.809881195735093*I,-28.763668791498066+27.06483299046655*I,56.92505321249317-51.2077233786554*I,-97.36479513859973+65.55870008068992*I,157.24382958695958-50.28506348864836*I
322,0.692643807219,0.952036145126,0.004155585954978627+0.17979775566772355*I,0.3566185894367109-1.078134665231154*I,-2.5078372750293236+3.8253081893040934*I,10.32761981345591-10.801111540980477*I,-28.92469003582928+27.039244503659475*I,57.24402352085913-51.150576824833145*I,-97.84469196105209+65.37315439701372*I,157.84063989319492-49.77733618004338*I
323,0.691357936269,0.952234874811,0.0058424564812350616+0.17885931559373736*I,0.3419375273136357-1.074637354664327*I,-2.4360353654115268+3.825204959050052*I,10.062142500349589-10.840855806296801*I,-28.163158611052754+27.155397443351156*I,55.73520207326567-51.41088624582775*I,-95.56491249308152+66.23634566353059*I,155.00088885407254-52.177992161106225*I
324,0.690268889848,0.9516761997,0.007250384654671885+0.1780574001228909*I,0.32966830652835094-1.0715608623473871*I,-2.3759539306995117+3.824302834132664*I,9.839928488255932-10.87070176976999*I,-27.52676280543773+27.24251050242414*I,54.47452974787672-51.60789306811812*I,-93.65178734980609+66.92401918847251*I,152.60844662738361-54.12877249228399*I
327,0.684109354192,0.951169323978,0.014866370454528058+0.17341167685898706*I,0.26307251278552723-1.0523575373995118*I,-2.0487761585085367+3.806124524504628*I,8.628832365315887-10.97810154136264*I,-24.076376753808034+27.555128267791552*I,47.63370370878166-52.35819486523609*I,-83.13936251685377+70.12271153369565*I,139.0741682934706-63.95196878153361*I
330,0.684007835993,0.951179813428,0.014987104331287096+0.17333362338897165*I,0.2620143916701609-1.0520156354317975*I,-2.043563166324629+3.805648034593599*I,8.609537619990475-10.97905322162057*I,-24.021713509971796+27.557909941139954*I,47.524933432524286-52.36610495030075*I,-82.97203034115532+70.16741866024094*I,138.85003961013032-64.09915801211142*I
332,0.66925214656,0.956585900618,0.030944052273002294+0.161637290222694*I,0.12125712427607821-0.9957765901683833*I,-1.3467026708014256+3.6863620104927457*I,6.029737248178929-10.881282733084946*I,-16.777965727267908+27.284780667458637*I,33.14124697732623-52.07634665887002*I,-60.17879519147803+73.73838584992299*I,107.53285822933188-80.01910792051868*I
337,0.650707483764,0.957248031714,0.046949945285903016+0.14640357313536417*I,-0.02166716401769364-0.9119820500193944*I,-0.6336696757920257+3.432742029465176*I,3.4017741297503634-10.271318141901217*I,-9.558287679839584+25.587051335917444*I,18.787831153643573-48.920412817040706*I,-36.51060767086433+72.38087460849155*I,72.38537428739141-88.29193103682414*I
338,0.720183153314,0.950317149465,-0.038737661631789655+0.19677330973883583*I,0.7231615769234563-1.107242412895903*I,-4.261820817039779+3.5096923011296104*I,16.732531178983926-8.455722357590274*I,-47.735890509767685+19.996071683602207*I,94.37510640088718-36.418514327302546*I,-150.3633793601918+30.656619831770897*I,213.09547597716914+28.03657061089943*I
339,0.700079523115,0.952760456341,-0.0061270307515963185+0.18502295346044806*I,0.44570361577683365-1.0952396084284062*I,-2.9413240880332836+3.803827310922097*I,11.92709769291454-10.467583265573793*I,-33.54402807303414+26.058286936333314*I,66.38523701765631-49.02161848250602*I,-111.43286930150511+59.23185336697599*I,174.0647654021885-33.92990634019308*I
341,0.683818431373,0.957646585468,0.01521173256062805+0.17318799881641522*I,0.2600445149910531-1.05137675931655*I,-2.0338525851024833+3.8047465918773637*I,8.57356612807844-10.980763348807892*I,-23.919699867046717+27.562810807228676*I,47.32251444849088-52.37955841687159*I,-82.65782787496698+70.24647434048649*I,138.43930609205952-64.36333167775786*I
342,0.698534111143,0.95485671555,-0.003914440102855923+0.18396767908303346*I,0.4265954896860592-1.0921518206434147*I,-2.848677541057348+3.8115690670655713*I,11.585804085350574-10.552299000464101*I,-32.55406375552576+26.30838907484998*I,64.42770690768678-49.557315887829766*I,-108.55498683872675+60.67718389551748*I,170.72556514512138-37.51478087934329*I
344,0.699567152466,0.953597443861,-0.005389009539476131+0.18467495568512476*I,0.4393344662841834-1.0942434352324881*I,-2.910460343446365+3.8065955625018635*I,11.813442284937214-10.496607778215697*I,-33.21409068562445+26.144076955664598*I,65.7326451366562-49.205032013543445*I,-110.47449061381582+59.721285102732374*I,172.96085898130525-35.1350652179721*I
345,0.71168357473,0.954057777714,-0.024060058022635167+0.19231391292944738*I,0.5992824359788577-1.1092422733166194*I,-3.6784655219160722+3.6821193776108037*I,14.6262625243914-9.532426205234902*I,-41.457443583011155+23.266039209394833*I,82.00962439409928-43.160401676474436*I,-133.69301433054315+45.13541798769664*I,197.95012637132066-1.8230862754928125*I
353,0.703546228523,0.954593738034,-0.011237963804589315+0.18732424294113223*I,0.48971042841504664-1.1011921459814866*I,-3.153956093226098+3.7796572140037283*I,12.708916148988106-10.245536032630467*I,-35.82094035835555+25.400210925449564*I,70.88578376857686-47.624060402642165*I,-117.97196704808485+55.63916119897029*I,181.46031180842135-25.322058704796262*I
358,0.664448042457,0.952233262651,0.035497961630416526+0.15772095785601498*I,0.08077907685625862-0.9751404558960741*I,-1.14522236411+3.629585042348968*I,5.285297204355555-10.765291263279167*I,-14.715621741877937+26.95928375716973*I,29.041424984626346-51.49563651231155*I,-53.51449014472434+73.90575101610679*I,97.90602414611706-83.24760897276516*I
