"Name","Spin","Remnant Mass","Nu0","Nu1","Nu2","Nu3","Nu4","Nu5","Nu6","Nu7"
202,0.737040767751,0.979812639141,-2.7416741520586942-0.5313770547406842*I,-2.4485817192504196-0.5405982179685228*I,-2.8907386239313126-0.7783688142682205*I,-3.2519880612984857-0.8796559799757919*I,-3.5887920780442077-0.9183834365316019*I,-3.8952329095117126-0.9544427872420026*I,-4.226455517467449-1.0181329043537162*I,-4.592937682375721-1.071243386019603*I
211,0.683515731462,0.951110249754,-2.7155136108117603-0.4113976426448646*I,-2.6092522511129363-0.47168601111181185*I,-2.9657932538607863-0.7221082141883053*I,-3.316504496560749-0.8190235976148456*I,-3.656925103793428-0.858454698419964*I,-3.98297768035529-0.8931586555831194*I,-4.331221060824825-0.9459244366279178*I,-4.710534893606207-0.992507316022235*I
213,0.684135542002,0.95115120339,-2.7159528906908723-0.41259736352859944*I,-2.607607800138076-0.47190865466015053*I,-2.9650160376161323-0.722675170423637*I,-3.3158304927938476-0.8196673769869617*I,-3.65619774816477-0.8591101256086986*I,-3.982053424334603-0.8938549994166196*I,-4.330128923425203-0.9467348876635998*I,-4.709310990208729-0.9933861211356119*I
217,0.685149757623,0.951329601737,-2.7166657166614003-0.4145721703348674*I,-2.6048959421790943-0.472293271350544*I,-2.963739986412868-0.723606536971026*I,-3.3147243657358243-0.8207233690137787*I,-3.655004688215323-0.8601842709214773*I,-3.9805368502228413-0.8949951999318572*I,-4.328336425300011-0.948062282929528*I,-4.707302094701921-0.9948256497323948*I
218,0.685543960606,0.951833038863,-2.7169407495527405-0.4153436144058338*I,-2.6038349201039113-0.4724497252273685*I,-2.9632425792797448-0.7239697645856554*I,-3.314293350468448-0.8211346701049305*I,-3.6545400096319627-0.8606023227378234*I,-3.979945984286966-0.895438621439147*I,-4.327637904314246-0.9485786244125942*I,-4.706519201228414-0.995385670770345*I
219,0.744055534762,0.945047957162,-2.7432924471062337-0.5490244334151183*I,-2.4285925857577757-0.557375981417051*I,-2.8795967670079725-0.7870484707864701*I,-3.2424223705514192-0.8884945852392981*I,-3.578983512978854-0.9268550078945437*I,-3.882398519989943-0.9626083810749123*I,-4.210909017765902-1.0279482839931189*I,-4.575471058661243-1.082038041513151*I
221,0.744674418318,0.945139846766,-2.7434164223439623-0.5505982971815663*I,-2.4268756886491047-0.5589189910036896*I,-2.8785978907997163-0.7878314616274088*I,-3.2415638221272056-0.889286136005607*I,-3.578107316791071-0.9276111090352002*I,-3.881249585974581-0.9633296054281768*I,-4.209513869535615-1.0288183488647127*I,-4.573903611356599-1.0829963094389417*I
223,0.731575456754,0.947190929467,-2.7401347651107715-0.5178812953350895*I,-2.46477656740089-0.5285494992182406*I,-2.899194498122171-0.7718459762231347*I,-3.259238031338227-0.872933034420745*I,-3.5962813728047345-0.9119014791637925*I,-3.9049981815994173-0.9480953831530219*I,-4.238239870411246-1.0105442947138152*I,-4.60617699395419-1.06291629298346*I
247,0.658066344218,0.957838658219,-2.6955409570796314-0.36719159870807233*I,-2.668220015164847-0.4683177423559779*I,-2.9960720361921758-0.7001743875089477*I,-3.342960928312274-0.7935471139276531*I,-3.6856899351721957-0.8321594088892148*I,-4.019336203944726-0.8648744440274533*I,-4.374025709227128-0.9131238220522873*I,-4.758448130951282-0.9570002220057091*I
248,0.711587466854,0.953203385296,-2.7323222500835684-0.47064887498825153*I,-2.5267773446345516-0.4939541714297809*I,-2.9285200022978373-0.7496198949390996*I,-3.284374306719026-0.8494555670422054*I,-3.622593702804101-0.8889683578851191*I,-3.939067663442889-0.9250318075522441*I,-4.279088070596527-0.9832189417781453*I,-4.652054214247345-1.033047162901829*I
249,0.700581802059,0.957024967604,-2.7265216321470134-0.44629879987297827*I,-2.5607141880240523-0.48186905951679815*I,-2.943651767271081-0.738364590544628*I,-3.2973779833604175-0.8372002301130297*I,-3.6364007876459397-0.8767932535114045*I,-3.956798504053283-0.9124565538237329*I,-4.300202615529384-0.9684514213426944*I,-4.675752330024838-1.0169680172030966*I
250,0.717720672357,0.955066235493,-2.735091543703266-0.4847591415957997*I,-2.5075391874105-0.5028543716782907*I,-2.9197811898304655-0.7561826422605521*I,-3.2768794422154506-0.8564841264483266*I,-3.6146942283551984-0.8958856311887221*I,-3.9288783152865006-0.932080185052588*I,-4.266911646588899-0.9915331833376416*I,-4.63838206904709-1.0421180067972384*I
251,0.73437528446,0.952943336666,-2.740954406040944-0.5247664579187029*I,-2.456417622566617-0.5346006599257089*I,-2.8948868962656276-0.7751620647657055*I,-3.2555454977198703-0.876359767795817*I,-3.5924611021275124-0.9152097145962628*I,-3.9000206955328878-0.951345293687595*I,-4.232237839176928-1.0144254829186197*I,-4.599434030168753-1.067173242769198*I
252,0.69059746139,0.958652145223,-2.7203627176353544-0.42542120335199624*I,-2.589896564194462-0.47482626530942507*I,-2.9567941590249696-0.7286881666454942*I,-3.3087131370219383-0.826450746916354*I,-3.648534821237502-0.8659895955109678*I,-3.9723006880904594-0.901135427521481*I,-4.3185917713332405-0.9552184928210216*I,-4.69637825124843-1.0025903888807346*I
280,0.68181537047,0.963434356469,-2.714294545995474-0.40813446754148214*I,-2.6137131020163658-0.47112166033440167*I,-2.9679153312712594-0.7205614261584921*I,-3.3183458913201345-0.8172635135006087*I,-3.6589137144497568-0.8566605187973834*I,-3.9855033458586857-0.8912501309420765*I,-4.334204425053696-0.9437039943143997*I,-4.713877880652849-0.9901000182714055*I
281,0.66191704394,0.9667286237,-2.6987508001288467-0.373213255714571*I,-2.6603422421242056-0.4683180322315658*I,-2.9916878591100575-0.703335320402022*I,-3.3391031894694954-0.7972883132005582*I,-3.6814708769104834-0.8360649100183406*I,-4.014026066224573-0.8691149811785791*I,-4.3677925768793315-0.9180286716933325*I,-4.751478623735478-0.9623033119802777*I
282,0.670843332295,0.965751211909,-2.7059800877339013-0.38810983462582826*I,-2.6406863312594475-0.4688632357767323*I,-2.98126027097915-0.7108709003951678*I,-3.329966847737759-0.8061117360239312*I,-3.671511482595031-0.8452155599436744*I,-4.001460804974905-0.8789988970462248*I,-4.353018676415511-0.9294770891995614*I,-4.734948492311665-0.9746893812823951*I
283,0.679577149164,0.964735279817,-2.7126595506222357-0.4039027890652457*I,-2.619471072259112-0.4704768875348645*I,-2.9706862601590878-0.7185442578606943*I,-3.320752871154025-0.814960001135602*I,-3.661516310755947-0.8543073907724049*I,-3.9888060094397373-0.888741928079754*I,-4.33810327058108-0.9407876545659543*I,-4.718245981510126-0.9869391695017133*I
284,0.695734386874,0.965382524458,-2.723634676765881-0.4360087530369119*I,-2.5751293271005573-0.47802620773283294*I,-2.9501002064731243-0.7336061352779235*I,-3.3029339404730336-0.8319393799164451*I,-3.6423372781160444-0.8715207470152206*I,-3.9643920200037375-0.9069494028701297*I,-4.309218249452271-0.9620076310846977*I,-4.6858663314125435-1.0099634853026733*I
285,0.730046325206,0.960857812414,-2.739659270849238-0.5141469183776696*I,-2.469392633839031-0.525357951681476*I,-2.9015258014843903-0.7700570576619842*I,-3.2612359798248476-0.8710766123806438*I,-3.598353427038886-0.9101053672094515*I,-3.9076946076729473-0.9463221635295453*I,-4.241487429593561-1.008430213523282*I,-4.609825325622206-1.0605991825226515*I
304,0.68554938916,0.951851024438,-2.716944529040318-0.4153542530209615*I,-2.6038202816655205-0.47245190739288045*I,-2.9632357238871254-0.7239747713906837*I,-3.3142874107071068-0.8211403374910369*I,-3.6545336067908623-0.8606080818921428*I,-3.9799378419806013-0.8954447287587172*I,-4.327628277886376-0.9485857365457022*I,-4.70650841187821-0.9953933847899584*I
305,0.692085186818,0.952032939704,-2.7213322709057914-0.42845277090480355*I,-2.5856788055053674-0.4756667005781746*I,-2.9548700743566023-0.7300996129537914*I,-3.3070506583561006-0.8280313872450138*I,-3.6467496926408294-0.8675856886977765*I,-3.970024633206078-0.9028168618789922*I,-4.315895810065495-0.9571805792217741*I,-4.693355265715702-1.0047205522309803*I
307,0.673883605893,0.953673751797,-2.708355684595672-0.3934745358913975*I,-2.633527616582882-0.4692797551851392*I,-2.977621930739539-0.7135071182987995*I,-3.326791072117615-0.8091669985799266*I,-3.6680607620868533-0.8483644620734102*I,-3.997097006027681-0.8823824323536117*I,-4.347879538043236-0.9334019282074318*I,-4.729195108180868-0.9789385791208586*I
308,0.676640548633,0.953114558999,-2.710464604755106-0.39846294227994233*I,-2.626827261331914-0.4697855909923872*I,-2.9742835988245417-0.7159296062858151*I,-3.3238822318130037-0.811960311202308*I,-3.6649053034162127-0.8512345715964792*I,-3.993101887497259-0.8854580953954958*I,-4.343170735171033-0.93697241979618*I,-4.723922084535614-0.9828055576371904*I
309,0.692071808697,0.95205805939,-2.721323631112897-0.4284253820098892*I,-2.585716954534683-0.4756588394549539*I,-2.954887429012716-0.7300868745264083*I,-3.307065648453629-0.828017141417142*I,-3.6467657803898925-0.8675713152302301*I,-3.970045152213646-0.9028017331854945*I,-4.315920120564483-0.9571629204986163*I,-4.693382526577871-1.0047013783697987*I
310,0.680979004173,0.952532925197,-2.7136875541437013-0.40654465434433157*I,-2.615879937387582-0.4708680952411339*I,-2.9689537244270814-0.7198051668067458*I,-3.3192475512779676-0.816400988864272*I,-3.659888232777691-0.8557800801159597*I,-3.9867403687826903-0.8903123422392625*I,-4.3356650566033945-0.9426133736938885*I,-4.715514407358067-0.9889178399497734*I
312,0.697209331299,0.95146782214,-2.7245340829483315-0.4391098350685217*I,-2.570788539562983-0.4791067266479363*I,-2.9481517959977164-0.7350416798896863*I,-3.3012541076098194-0.8335315937976167*I,-3.640540118168289-0.873119471476529*I,-3.9620950998005946-0.9086229727346783*I,-4.306492803390831-0.9639644526802342*I,-4.682809185042689-1.0120898994329706*I
313,0.691789898058,0.952048243909,-2.7211412351510775-0.42784876698390195*I,-2.58651992445846-0.47549448125553817*I,-2.955252912612478-0.7298186396635276*I,-3.307381355910919-0.8277170822734295*I,-3.64710464052771-0.8672685185124962*I,-3.970477319452354-0.9024829701388555*I,-4.316432118145504-0.956790870163537*I,-4.693956654915442-1.0042974161154947*I
314,0.686319899068,0.952554810242,-2.7174787636069784-0.41686840181689344*I,-2.6017351073284236-0.47276935597445385*I,-2.9622611421963527-0.7246867504086165*I,-3.313443162707467-0.8219456792155774*I,-3.653623769039384-0.8614261184714762*I,-3.97878062841868-0.8963118497399848*I,-4.326259968537552-0.9495956533428457*I,-4.704974756425659-0.9964888356926344*I
315,0.679660425548,0.953428173569,-2.7127209842865883-0.4040589220368001*I,-2.6192591738206485-0.47049897693470377*I,-2.9705836168141087-0.7186189292635372*I,-3.320663656586807-0.8150454381690873*I,-3.66141978188792-0.8543947693607907*I,-3.988683571880749-0.8888351672103421*I,-4.337958777778281-0.9408960301300401*I,-4.718084112822365-0.987056613349935*I
316,0.70504213293,0.950451839529,-2.7290002414412116-0.45600869851307596*I,-2.547118341706435-0.48618132933605973*I,-2.9376026113704414-0.7428484259375596*I,-3.2921745948314403-0.8421136705023434*I,-3.6308609300066528-0.8816923188165262*I,-3.949696166683049-0.9175412892856615*I,-4.291755759928067-0.9744131269893975*I,-4.666273658163775-1.0234545726513435*I
317,0.746182715979,0.964219441542,-2.743706043973586-0.5544452208470261*I,-2.422724143614163-0.5627183317053517*I,-2.8761525776187407-0.7897517076743211*I,-3.2394612311692814-0.8912234490572521*I,-3.575964438017801-0.9294599772083273*I,-3.8784380246147223-0.9650877651264246*I,-4.206097321739802-1.0309415999593177*I,-4.5700651587308005-1.0853358042596815*I
318,0.692007653919,0.952017170356,-2.721282179025701-0.4282940706766265*I,-2.5858998429698623-0.47562121899502113*I,-2.954970639957034-0.7300257991076842*I,-3.307137523207227-0.827948833697469*I,-3.646842920272363-0.8675023925519154*I,-3.970143537971496-0.9027291857207612*I,-4.316036684477696-0.9570782418797183*I,-4.693513236517997-1.0046094348545398*I
319,0.691944317826,0.952026058862,-2.72124122352425-0.42816448717396693*I,-2.586080307782312-0.47558420435623594*I,-2.9550527674410603-0.7299655220771956*I,-3.3072084641142325-0.8278814108787531*I,-3.646919061293918-0.8674343579765144*I,-3.9702406468928966-0.9026575675863144*I,-4.316151733186108-0.9569946499980899*I,-4.693642246775329-1.0045186723223287*I
320,0.691959580025,0.952059583558,-2.721251095578306-0.4281957083754516*I,-2.5860368290539286-0.47559311241839586*I,-2.9550329790128256-0.7299800454032496*I,-3.307191370883261-0.8278976566616769*I,-3.646900714785681-0.8674507515974335*I,-3.9702172483391887-0.9026748251997943*I,-4.316124012234291-0.9570147927083142*I,-4.6936111618465715-1.0045405428159604*I
321,0.692373420274,0.951934969834,-2.721518067114642-0.42904342879701335*I,-2.5848559171167906-0.47583742944595575*I,-2.95449593318802-0.7303742689819066*I,-3.3067275152079207-0.8283384580811864*I,-3.646402923946285-0.8678954594802071*I,-3.9695823185333574-0.9031428497998479*I,-4.315371738216704-0.9575611050423142*I,-4.692767585217518-1.005133738495865*I
322,0.692643807219,0.952036145126,-2.7216917512848275-0.4295984864455107*I,-2.5840823156717434-0.47599996199819666*I,-2.9541445529596047-0.7306322757098201*I,-3.3064240678783583-0.8286267640392059*I,-3.6460773549212067-0.868186211118184*I,-3.9691669908303058-0.9034487197757648*I,-4.314879595411703-0.9579181849754781*I,-4.69221569804179-1.0055214855757921*I
323,0.691357936269,0.952234874811,-2.7208605228943576-0.42696723802171543*I,-2.5877468362202056-0.4752474083583715*I,-2.955812106599335-0.7294083566053903*I,-3.3078644689091097-0.8272578159605811*I,-3.6476233120687986-0.8668048803991839*I,-3.9711387009717503-0.9019946762399302*I,-4.317215577360589-0.9562210249637446*I,-4.694835163896394-1.0036787319086484*I
324,0.690268889848,0.9516761997,-2.7201462200841506-0.42475556779874013*I,-2.590821279291029-0.4746496873357075*I,-2.957217514368703-0.7283778330931101*I,-3.309079082458166-0.8261026239155763*I,-3.6489280112800233-0.865637718534847*I,-3.972801799268346-0.9007643377040789*I,-4.31918515319111-0.9547856089567166*I,-4.697043566783332-1.002120496455417*I
327,0.684109354192,0.951169323978,-2.715934386317038-0.41254656392561556*I,-2.607677477918982-0.47189905959501754*I,-2.965048915987516-0.7226511817567326*I,-3.3158590005952866-0.819640152554799*I,-3.656228506726576-0.8590824175233663*I,-3.9820925145414408-0.8938255709211717*I,-4.330175118194314-0.9467006335318553*I,-4.709362759611895-0.9933489763086799*I
330,0.684007835993,0.951179813428,-2.7158626066475398-0.4123497284574685*I,-2.6079474223947843-0.4718620216696458*I,-2.9651763370873923-0.7225582170465437*I,-3.315969487081731-0.8195346358072313*I,-3.656347721253702-0.8589750187910716*I,-3.982244016748577-0.8937114959411485*I,-4.330354152052382-0.9465678554746009*I,-4.709563397667015-0.9932049945669883*I
332,0.66925214656,0.956585900618,-2.7047174935634497-0.3853601642047285*I,-2.6443375558174544-0.4686978354713858*I,-2.9831466800469526-0.7095055942886218*I,-3.3316157869623213-0.8045230191892011*I,-3.6733054851010123-0.8435741602403223*I,-4.003727410217615-0.8772315088958162*I,-4.35568629188861-0.9274281674625008*I,-4.737934293196842-0.972471748434374*I
337,0.650707483764,0.957248031714,-2.68931382971516-0.35637760151906334*I,-2.6823373968683444-0.46857546306154046*I,-3.0042655004188843-0.6942756038666729*I,-3.3501989870442377-0.7865016300437127*I,-3.6936270609715174-0.8247631252203166*I,-4.029305949072423-0.8568098062636652*I,-4.3857122108225575-0.9038058137930812*I,-4.771507288165283-0.9469306262240021*I
338,0.720183153314,0.950317149465,-2.736109973319924-0.4905242672758436*I,-2.4998266443024066-0.5068680841827528*I,-2.9162090139038686-0.7588795213852773*I,-3.2738176313025376-0.8593483717438595*I,-3.611479976767901-0.8986914423690255*I,-3.924722805573244-0.934917661446101*I,-4.26193627763873-0.994888712690306*I,-4.632794561575456-1.0457829614580527*I
339,0.700079523115,0.952760456341,-2.72623175468582-0.44521959884719586*I,-2.5622269049559403-0.48143119953460606*I,-2.944325972727415-0.7378660723724322*I,-3.2979584093963825-0.836651341370385*I,-3.6370199524110784-0.8762444644996586*I,-3.9575913253540755-0.9118849919438029*I,-4.301144650275824-0.9677820310469126*I,-4.676809279132708-1.0162400675443928*I
341,0.683818431373,0.957646585468,-2.715728487912691-0.4119828774448889*I,-2.6084503635237732-0.47179358728445325*I,-2.965413927596946-0.7223848914993833*I,-3.316175516734263-0.8193378557903908*I,-3.656570047154821-0.8587746974380799*I,-3.9825265386702577-0.8934986888684441*I,-4.3306880001136605-0.9463201695153192*I,-4.709937527050828-0.9929364150226262*I
342,0.698534111143,0.95485671555,-2.7253263492051722-0.44191769340183334*I,-2.5668548392335904-0.4801425277161547*I,-2.9463915833005574-0.7363402100933685*I,-3.2997373590917887-0.8349680282829781*I,-3.6389191178036606-0.8745595523526023*I,-3.9600219350090553-0.9101277398332781*I,-4.3040316409628785-0.9657249207047693*I,-4.680048230950488-1.0140034521413692*I
344,0.699567152466,0.953597443861,-2.725933829070968-0.44412175370827234*I,-2.563765756873425-0.48099421726294156*I,-2.9450122786261064-0.7373588528227906*I,-3.2985493599185554-0.8360923317984388*I,-3.637650589634734-0.8756852429533918*I,-3.95839863666078-0.9113021642691073*I,-4.302103724675327-0.9670995976660846*I,-4.677885312234834-1.0154980088932628*I
345,0.71168357473,0.954057777714,-2.7323682118185286-0.4708671448027163*I,-2.5264764858443285-0.49408150037513937*I,-2.9283847836895984-0.7497210779524509*I,-3.28425827153296-0.8495645734286529*I,-3.622471069538876-0.8890759936776368*I,-3.9389097342867934-0.9251420414753393*I,-4.278899587808328-0.9833487544568624*I,-4.651842607462515-1.0331886826955257*I
353,0.703546228523,0.954593738034,-2.7281882092780663-0.4527272521555797*I,-2.5517082445530987-0.48464870909713054*I,-2.939643881856622-0.741333121168791*I,-3.2939296280534025-0.8404578743596989*I,-3.6327272572230416-0.8800440628367961*I,-3.9520906386288495-0.9158341530264186*I,-4.294605107402431-0.9724101945234295*I,-4.66947134284884-1.021274632780313*I
